extractor,gpt_model,experiment,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,object_num,basket_id,referring_expression,previous_referring_expression,re_words,relative_lexical_overlap,jaccard_lexical_overlap
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,1,11,11,"a round, open-top tub/bucket basket with TWO built-in side handles that stick up like little ears. The weave is a diagonal/chevron pattern and it’s a medium-to-dark brown overall (no single top arch handle).",,40,1.0,0.0
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,1,12,12,"a compact light-brown wicker basket with ONE thick arched handle. The key feature is the rim—it's scalloped/wavy with a dip in the middle (front/back), giving the opening a curved ‘smile’ shape rather than straight.",,39,1.0,0.0
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,1,1,"a light tan wicker picnic-style basket with a tall central upright handle, and a matching lid that’s hinged/partly flipped open (so it looks like a lidded hamper rather than an open basket). Let me know when you’ve got it. ’s lid is clearly propped open/ajar (not closed). Now","the light tan wicker basket shaped like a duck/bird: a rounded body with a pointed beak sticking out to the right, a small dark eye, and a flat strap/handle along the top.",53,0.22641509433962265,0.16
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,2,2,"a tall, straight-sided cylindrical wicker basket (like a brown bucket) with an open top and small loop handles near the rim (one on the right). The upper band has more open vertical gaps/slats compared to the tighter weave below. Confirm when placed. the tall cylinder with the small loop handles near the rim (not the shorter wide tub). Now","a deep, rounded bucket-shaped wicker basket with one tall arch handle. The handle is thick and very dark brown (almost black) with lighter worn spots; the basket body is darker overall with a lighter band right near the rim. definitely the deep bulbous/tight-weave bucket, with that very dark thick handle and a clear pale strip/band right under the rim.",61,0.36065573770491804,0.21568627450980393
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,3,3,"a deep, round bowl-shaped wicker basket with a single thick dark-brown arched handle over the top; the body is lighter tan with a darker band around the rim. Confirm when you’ve placed it. ’s handle is very dark (almost black) and thicker than most. Now","a light honey-tan rectangular picnic basket with a single upright handle in the middle (like a divider). The distinctive thing: it has a flat lid that’s flipped open/up on the RIGHT side, so you can see the dark interior. the picnic-style rectangular wicker basket with the single upright center handle/divider, and the lid is open/flipped up on the RIGHT side (dark interior visible). Not the flat trunk with metal rails.",48,0.4375,0.20388349514563106
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,4,4,a small shallow golden-tan basket with a HUGE high arch handle made of twisted rope-like strands; the body is low and rectangular/oval with a chunky checkerboard weave. Confirm when placed. ’s handle is thick and twisted like rope (not smooth cane). Now,"an elongated oval wicker basket with one arched handle. The body is mostly pale/whitish wicker with a tan rim, and the handle has small colored wrap accents (reddish/purple bands) near where it meets the sides. the mostly pale/whitewashed elongated oval with a tan rim, and the handle has those small reddish/purple wrap accents where it attaches. Not the one with a thick dark band around the middle.",45,0.4,0.1836734693877551
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,5,5,"a squat oval basket with a dark charcoal/gray woven body and a lighter band at the very bottom; it has one thick gray arch handle with a darker brown strip running along the top of the handle. Confirm when you’ve placed ’s body is predominantly dark charcoal/black, and the lighter/whitish part is basically just a band at the very bottom (not greenish overall). The handle is gray with a darker brown strip along the top.","a low, shallow rectangular wicker basket with one big arched handle that looks like a thick twisted rope. The body is warm medium-brown with a tight checkerboard weave (darker vertical stakes), and it’s more tray-like than deep.",79,0.21518987341772153,0.16666666666666666
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,6,6,"the animal-shaped wicker basket: a golden honey-brown oval body with a duck/goose-like head sticking out on one end (side profile), including a small colored eye detail. It’s lidded and looks like a woven bird rather than a normal basket. Confirm when you’ve got it. the elongated duck/goose side-profile with the head sticking out; NOT the round cat-face one (that round animal is","a round, lidded wicker basket shaped like a cat head: two little ears on top and a painted face (eyes, nose, whiskers). It’s light tan and sits on small little feet.",71,0.23943661971830985,0.19767441860465115
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,7,7,"). the round, dome-like lidded basket with a cat face on top (whiskers/nose and two small colored eyes), sitting on little feet. Go ahead and place that as position 7 and confirm.","a boxy rectangular basket with one wide arched handle. The standout is the two-tone body—greenish/teal vertical weaving—topped with a thick warm-brown braided band around the rim. it’s the boxy rectangular one with a distinctly green/teal woven body and a thick warm-brown braided band around the rim, with a broad arched handle.",33,0.18181818181818182,0.06976744186046512
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,8,8,"a very shallow, wide round tray-basket (almost like a flat plate) with a clear spiral/coil weave pattern in the base. It’s pale straw-colored with a slightly darker rim, and has one thin light arched handle attached on opposite sides. Confirm when placed. the flat pale tray with the spiral base (not the deeper orange round one). Now","a short, squat oval basket with one arched handle. It’s mostly dark gray/blackish wicker, but has noticeable pale/whitish horizontal bands/stripes wrapping around the body near the middle and bottom. has a dark (almost black/charcoal) handle and body, with two lighter whitish horizontal bands: one around the middle and another closer to the bottom.",61,0.3114754098360656,0.19
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,9,9,a boxy rectangular basket with a single brown arch handle; the body is dark green/teal with tan/orange trim along the top rim and bottom edge. Confirm when you place,"a tall, straight-sided cylindrical wicker basket (like a small hamper). It has TWO small loop handles right near the rim, and the weave looks like vertical slats with some open rectangular gaps near the top.",31,0.3225806451612903,0.17543859649122806
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,10,10,"a chunky woven bucket: a tall-ish cylindrical brown basket with an open top and TWO small loop handles on the sides near the rim (no big arch handle). The weave looks thick and rugged. Confirm when you’ve placed yes, the handles are two small upright loop handles right at the rim (not big cutout grips).","a very shallow round tray/bowl with a single handle that comes up from ONE side (off-center, like a half-arch). The base has a clear spiral/coil pattern with alternating light and slightly darker tan rings.",57,0.12280701754385964,0.07954545454545454
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,11,11,"a small oval/boat-shaped light straw basket with one arch handle; it has a noticeable bluish-gray band around the middle of the body, and the handle joints have colored wraps/straps (reddish/purple) where the handle meets the sides. Confirm when you place","a round, open-top tub/bucket basket with TWO built-in side handles that stick up like little ears. The weave is a diagonal/chevron pattern and it’s a medium-to-dark brown overall (no single top arch handle).",45,0.2,0.11842105263157894
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,2,12,12,"a light-brown rectangular/boxy basket with rounded corners and a single arch handle. The sides are quite open/see-through (lattice weave), and the handle comes up from thicker side uprights—overall pretty uniform tan with no colored bands. Confirm when placed as position 12.","a compact light-brown wicker basket with ONE thick arched handle. The key feature is the rim—it's scalloped/wavy with a dip in the middle (front/back), giving the opening a curved ‘smile’ shape rather than straight.",46,0.21739130434782608,0.13333333333333333
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,1,1,"a rectangular picnic-style basket with one very tall arch handle. The sides are a dark green/teal weave with vertical tan stakes showing, and it has a natural tan rim and tan base (two-tone: dark sides, light top/bottom). Let me know when you’ve got that one. should be the only one with that dark green/teal weave on the sides. It’s rectangular with a tall single arch handle and tan rim/base (strong two-tone).","a light tan wicker picnic-style basket with a tall central upright handle, and a matching lid that’s hinged/partly flipped open (so it looks like a lidded hamper rather than an open basket). Let me know when you’ve got it. ’s lid is clearly propped open/ajar (not closed). Now",80,0.3,0.22018348623853212
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,2,2,"a shallow oval wicker basket in very light tan/cream (almost whitewashed). It has one arch handle, and the handle is distinctive—there are white wrapped sections near the top, plus small reddish-brown connector bits/straps where the handle attaches on both sides. Confirm when you’ve placed it.","a tall, straight-sided cylindrical wicker basket (like a brown bucket) with an open top and small loop handles near the rim (one on the right). The upper band has more open vertical gaps/slats compared to the tighter weave below. Confirm when placed. the tall cylinder with the small loop handles near the rim (not the shorter wide tub). Now",50,0.34,0.18085106382978725
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,3,3,"the round lidded novelty basket shaped like a cat head: you see a cat face on top (whiskers, little nose, small bluish eyes). It’s a light tan wicker sphere sitting on tiny feet. Confirm when you spot the cat-face one. the front-facing cat-head lid (you see the face straight on with whiskers and bluish eyes), not the side-profile animal shape.","a deep, round bowl-shaped wicker basket with a single thick dark-brown arched handle over the top; the body is lighter tan with a darker band around the rim. Confirm when you’ve placed it. ’s handle is very dark (almost black) and thicker than most. Now",65,0.2923076923076923,0.20212765957446807
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,4,4,"the woven novelty basket shaped like a side-profile animal (mouse/rat). It’s an oval body with a pointed snout on the right, a small dark eye near the snout, and a single flat strap-like handle on top (not an arch). Light tan wicker overall. Confirm when you’ve got the side-profile animal one. the side-profile animal with the snout pointing right (not the front-facing cat head). Now",a small shallow golden-tan basket with a HUGE high arch handle made of twisted rope-like strands; the body is low and rectangular/oval with a chunky checkerboard weave. Confirm when placed. ’s handle is thick and twisted like rope (not smooth cane). Now,73,0.2876712328767123,0.21649484536082475
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,5,5,"a medium-brown, tall oval basket with an open top and one smooth arch handle. The sides have a very regular vertical slat-like weave (looks like thin upright ribs), and it’s more upright/deeper than the shallow pale oval basket. the handle is the same medium-brown as the body, and the opening is an oval that reads a bit squared/rectangular (not perfectly round). The key cue is that very uniform vertical ribbed/slat weave on the sides.","a squat oval basket with a dark charcoal/gray woven body and a lighter band at the very bottom; it has one thick gray arch handle with a darker brown strip running along the top of the handle. Confirm when you’ve placed ’s body is predominantly dark charcoal/black, and the lighter/whitish part is basically just a band at the very bottom (not greenish overall). The handle is gray with a darker brown strip along the top.",81,0.38271604938271603,0.24031007751937986
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,6,6,"a tall cylindrical/barrel basket, darker brown, with TWO small loop handles near the top rim (one on each side). No big arch handle—just the little side loops. The weave looks vertically banded/striped. ).","the animal-shaped wicker basket: a golden honey-brown oval body with a duck/goose-like head sticking out on one end (side profile), including a small colored eye detail. It’s lidded and looks like a woven bird rather than a normal basket. Confirm when you’ve got it. the elongated duck/goose side-profile with the head sticking out; NOT the round cat-face one (that round animal is",35,0.37142857142857144,0.13978494623655913
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,7,7,"a very round, bucket-like wicker basket in warm orange-brown. It has one thick, dark arch handle that looks like a bent tree branch (mottled dark patches), and the body is tightly woven with a small open top. Confirm when you’ve placed the round bucket with the chunky dark handle.","). the round, dome-like lidded basket with a cat face on top (whiskers/nose and two small colored eyes), sitting on little feet. Go ahead and place that as position 7 and confirm.",52,0.21153846153846154,0.14864864864864866
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,8,8,"the dark charcoal/blackish oval basket with a single smooth arch handle. The standout is a couple of pale/whitish horizontal bands near the bottom/base, contrasting with the dark weave. Confirm when you spot the dark one with the light bands.","a very shallow, wide round tray-basket (almost like a flat plate) with a clear spiral/coil weave pattern in the base. It’s pale straw-colored with a slightly darker rim, and has one thin light arched handle attached on opposite sides. Confirm when placed. the flat pale tray with the spiral base (not the deeper orange round one). Now",42,0.42857142857142855,0.21176470588235294
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,9,9,"a low, boxy rectangular basket in golden honey-brown. It has one thick twisted-rope style arch handle, and the sides look like a chunky checkerboard weave (more blocky than fine). Confirm when you’ve got the rectangular one with the rope handle. has straight, boxy rectangular sides (not a round bowl). It’s the low honey-brown rectangle with the thick twisted-rope arch handle and a chunky checker/block weave.",a boxy rectangular basket with a single brown arch handle; the body is dark green/teal with tan/orange trim along the top rim and bottom edge. Confirm when you place,72,0.2222222222222222,0.1839080459770115
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,10,10,"a big deep bucket/cylinder basket with an open top and TWO short side handles (little ear-shaped grips on opposite sides, not an arch). The weave is chunky and looks diagonally patterned/chevron-like, overall medium brown. the big deep bucket with TWO short ear-like side handles and a chunky diagonal/chevron weave. It’s not the vertically striped barrel with small loop handles (that was","a chunky woven bucket: a tall-ish cylindrical brown basket with an open top and TWO small loop handles on the sides near the rim (no big arch handle). The weave looks thick and rugged. Confirm when you’ve placed yes, the handles are two small upright loop handles right at the rim (not big cutout grips).",68,0.45588235294117646,0.32978723404255317
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,11,11,"a very shallow, wide round tray-like basket with ONE thin arch handle. The base shows a clear spiral/concentric-ring pattern, and there’s a darker reddish-brown band around the rim compared to the lighter tan center. Let me know when you’ve placed the flat round spiral one. extremely shallow, basically a flat serving-tray basket with one thin arch handle and a very visible spiral/concentric base pattern plus a darker reddish-brown rim band. Not the deeper round bucket with a tall handle.","a small oval/boat-shaped light straw basket with one arch handle; it has a noticeable bluish-gray band around the middle of the body, and the handle joints have colored wraps/straps (reddish/purple) where the handle meets the sides. Confirm when you place",88,0.22727272727272727,0.17699115044247787
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,3,12,12,"a rectangular picnic-style basket with TWO lid flaps on top (they meet in the middle) and one tall central wicker handle. No metal frame—just wicker. It’s golden-tan with a tight vertical weave. If that matches what you see, place it in position 12.","a light-brown rectangular/boxy basket with rounded corners and a single arch handle. The sides are quite open/see-through (lattice weave), and the handle comes up from thicker side uprights—overall pretty uniform tan with no colored bands. Confirm when placed as position 12.",47,0.3191489361702128,0.19230769230769232
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,1,1,"a very shallow, wide oval wicker basket like a flat tray, with one tall arched handle. It’s light tan but has a darker reddish-brown band around the outer side, and the inside base shows a tight spiral weave. has that darker reddish-brown band around the outside rim/side.","a rectangular picnic-style basket with one very tall arch handle. The sides are a dark green/teal weave with vertical tan stakes showing, and it has a natural tan rim and tan base (two-tone: dark sides, light top/bottom). Let me know when you’ve got that one. should be the only one with that dark green/teal weave on the sides. It’s rectangular with a tall single arch handle and tan rim/base (strong two-tone).",51,0.45098039215686275,0.21296296296296297
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,2,2,"a small rectangular/oblong wicker basket with straight sides and a very tall oval loop handle. The weave is chunky and grid-like (blocky squares), and it’s a warm golden-brown overall. yes—shallow rectangular, thick woven loop handle, no lid.","a shallow oval wicker basket in very light tan/cream (almost whitewashed). It has one arch handle, and the handle is distinctive—there are white wrapped sections near the top, plus small reddish-brown connector bits/straps where the handle attaches on both sides. Confirm when you’ve placed it.",42,0.35714285714285715,0.19480519480519481
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,3,3,"the lidded novelty basket shaped like a duck/bird in side profile—rounded body with a protruding head and small beak, and a noticeable blue eye; there’s a handle integrated on top of its back.","the round lidded novelty basket shaped like a cat head: you see a cat face on top (whiskers, little nose, small bluish eyes). It’s a light tan wicker sphere sitting on tiny feet. Confirm when you spot the cat-face one. the front-facing cat-head lid (you see the face straight on with whiskers and bluish eyes), not the side-profile animal shape.",36,0.5,0.21686746987951808
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,4,4,"a rectangular, boxy basket with a tall arched handle. The body is distinctly dark green/teal weaving, with tan/orange trim along the top and bottom edges, and a braided/twisted tan band right under the rim. has one single, centered tall arch handle. The key is that dark green/teal body with tan/orange trim and the braided band right under the rim.","the woven novelty basket shaped like a side-profile animal (mouse/rat). It’s an oval body with a pointed snout on the right, a small dark eye near the snout, and a single flat strap-like handle on top (not an arch). Light tan wicker overall. Confirm when you’ve got the side-profile animal one. the side-profile animal with the snout pointing right (not the front-facing cat head). Now",64,0.359375,0.20175438596491227
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,5,5,"a deep round tub/bucket basket, open top, natural tan. It has TWO small loop/ear handles on opposite sides right at the rim (not a tall arch handle), and the side weave makes a diagonal/chevron pattern. No lid.","a medium-brown, tall oval basket with an open top and one smooth arch handle. The sides have a very regular vertical slat-like weave (looks like thin upright ribs), and it’s more upright/deeper than the shallow pale oval basket. the handle is the same medium-brown as the body, and the opening is an oval that reads a bit squared/rectangular (not perfectly round). The key cue is that very uniform vertical ribbed/slat weave on the sides.",40,0.45,0.17475728155339806
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,6,6,"a round, pail-like wicker basket with one thick arched handle that’s very dark brown/black. The top has a noticeable rigid wooden band/ring around the rim, making it look sturdier than the others. No lid. has a smooth, rigid wooden band/hoop around the rim (not woven), with a very dark thick arched handle. The woven body is medium-brown and it’s a round pail shape. Go ahead and place that as position 6.","a tall cylindrical/barrel basket, darker brown, with TWO small loop handles near the top rim (one on each side). No big arch handle—just the little side loops. The weave looks vertically banded/striped. ).",78,0.15384615384615385,0.1188118811881188
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,7,7,"a tall cylindrical hamper/bin basket (much taller than it is wide), open top. It has two small loop handles near the rim on opposite sides, and the weave looks more vertical/slatted with darker brown bands—no big arch handle and no lid.","a very round, bucket-like wicker basket in warm orange-brown. It has one thick, dark arch handle that looks like a bent tree branch (mottled dark patches), and the body is tightly woven with a small open top. Confirm when you’ve placed the round bucket with the chunky dark handle.",44,0.36363636363636365,0.2
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,8,8,"a rectangular picnic-style wicker basket with a single tall central handle, plus a diagonal support/brace running from the handle down to one side. It also has a fitted lid/top flap (looks like a hinged cover) on one side—golden straw color, tight ribbed weave.","the dark charcoal/blackish oval basket with a single smooth arch handle. The standout is a couple of pale/whitish horizontal bands near the bottom/base, contrasting with the dark weave. Confirm when you spot the dark one with the light bands.",47,0.19148936170212766,0.1125
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_1/gpt5.2-acl_123244_1_data.json,4,9,9,"a novelty animal basket shaped like a CAT head/body, facing forward. It’s a round tan wicker form with painted cat face (eyes/whiskers/nose) and small ears on top, and it sits on little feet. (Not the side-profile duck.)","a low, boxy rectangular basket in golden honey-brown. It has one thick twisted-rope style arch handle, and the sides look like a chunky checkerboard weave (more blocky than fine). Confirm when you’ve got the rectangular one with the rope handle. has straight, boxy rectangular sides (not a round bowl). It’s the low honey-brown rectangle with the thick twisted-rope arch handle and a chunky checker/block weave.",42,0.3333333333333333,0.14
