extractor,gpt_model,experiment,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,accuracy,turns,words,re_words,mean_re_length,relative_lexical_overlap,jaccard_lexical_overlap,extracted_objects
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,75.0,28,1085,571,47.583333333333336,0.3725629645469828,0.20600214580950724,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,83.33333333333334,32,1257,634,52.833333333333336,0.28041204435521955,0.16320206813034513,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,100.0,26,1128,556,46.333333333333336,1.0,0.0,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,2,58.333333333333336,38,1544,758,63.166666666666664,0.2892499033699712,0.19033678940332646,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,3,100.0,36,1366,732,61.0,0.3446704719021861,0.1991839503560685,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,4,16.666666666666664,34,1632,795,66.25,0.3018535065281928,0.17214079543024988,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_2,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_2/gpt5.2-acl_132452_2_data.json,1,66.66666666666666,36,1596,781,65.08333333333333,1.0,0.0,11
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_2,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_2/gpt5.2-acl_132452_2_data.json,2,100.0,32,1380,745,62.083333333333336,0.32507447400119316,0.17522309078546736,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_2,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_2/gpt5.2-acl_132452_2_data.json,3,91.66666666666666,26,998,540,45.0,0.38249197689478054,0.1960950741367271,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_2,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_2/gpt5.2-acl_132452_2_data.json,4,83.33333333333334,32,1398,705,58.75,0.3136933161709042,0.20705686879380783,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_3/gpt5.2-acl_132452_3_data.json,1,100.0,44,1616,813,67.75,1.0,0.0,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_3/gpt5.2-acl_132452_3_data.json,2,100.0,38,1361,712,59.333333333333336,0.3558151046648388,0.19518115155814555,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_3/gpt5.2-acl_132452_3_data.json,3,91.66666666666666,38,1430,699,58.25,0.32343670591556967,0.18158543878717728,12
deterministic,,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_3/gpt5.2-acl_132452_3_data.json,4,91.66666666666666,28,1304,675,56.25,0.2995594092840162,0.17177032738542208,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_1/gpt5.5-acl_142301_1_data.json,1,100.0,26,815,345,28.75,1.0,0.0,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_1/gpt5.5-acl_142301_1_data.json,2,100.0,26,857,393,32.75,0.2925727360866965,0.19186479259969672,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_1/gpt5.5-acl_142301_1_data.json,3,100.0,26,735,322,26.833333333333332,0.33800452519238194,0.17612590554394777,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_1/gpt5.5-acl_142301_1_data.json,4,100.0,26,829,413,34.416666666666664,0.23776453315115553,0.15538189757868617,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_2/gpt5.5-acl_142301_2_data.json,1,100.0,24,722,309,25.75,1.0,0.0,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_2/gpt5.5-acl_142301_2_data.json,2,100.0,26,884,433,36.083333333333336,0.28179585147358416,0.19580298885142244,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_2/gpt5.5-acl_142301_2_data.json,3,100.0,26,799,333,27.75,0.35444416960221564,0.18582830370618655,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_2/gpt5.5-acl_142301_2_data.json,4,91.66666666666666,24,801,345,28.75,0.3002634939045766,0.18078025338519918,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_3,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_3/gpt5.5-acl_142301_3_data.json,1,100.0,28,778,332,27.666666666666668,1.0,0.0,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_3,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_3/gpt5.5-acl_142301_3_data.json,2,100.0,24,779,354,29.5,0.33133333509440405,0.20561490634127463,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_3,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_3/gpt5.5-acl_142301_3_data.json,3,100.0,24,707,301,25.083333333333332,0.361310731029022,0.19795181787852525,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_3,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_3/gpt5.5-acl_142301_3_data.json,4,100.0,24,716,312,26.0,0.3145162483115381,0.18919624520966902,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_4,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_4/gpt5.5-acl_142301_4_data.json,1,100.0,24,742,309,25.75,1.0,0.0,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_4,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_4/gpt5.5-acl_142301_4_data.json,2,100.0,26,817,362,30.166666666666668,0.2981565721930834,0.19085878747893958,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_4,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_4/gpt5.5-acl_142301_4_data.json,3,100.0,24,749,318,26.5,0.3871555483832158,0.22499410311910314,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_4,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_4/gpt5.5-acl_142301_4_data.json,4,91.66666666666666,32,928,427,35.583333333333336,0.28042815134910537,0.1795345605512548,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_5,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_5/gpt5.5-acl_142301_5_data.json,1,100.0,24,725,320,26.666666666666668,1.0,0.0,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_5,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_5/gpt5.5-acl_142301_5_data.json,2,100.0,26,829,414,34.5,0.28630854410165035,0.19030861608742253,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_5,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_5/gpt5.5-acl_142301_5_data.json,3,100.0,24,746,343,28.583333333333332,0.3625734406081273,0.19515974842414616,12
deterministic,,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_5,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_5/gpt5.5-acl_142301_5_data.json,4,91.66666666666666,26,839,374,31.166666666666668,0.28473935177959525,0.17561123359070255,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_1,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_1/gpt5.2-cameron_123423_1_data.json,1,100.0,24,504,211,17.583333333333332,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_1,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_1/gpt5.2-cameron_123423_1_data.json,2,83.33333333333334,24,465,163,13.583333333333334,0.25600325600325596,0.12720249771411693,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_1,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_1/gpt5.2-cameron_123423_1_data.json,3,83.33333333333334,26,488,182,15.166666666666666,0.23406526071967249,0.14322709346385007,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_1,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_1/gpt5.2-cameron_123423_1_data.json,4,100.0,24,444,157,13.083333333333334,0.17827880180821357,0.08773918647107053,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_2/gpt5.2-cameron_123423_2_data.json,1,100.0,24,542,232,19.333333333333332,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_2/gpt5.2-cameron_123423_2_data.json,2,100.0,24,513,191,15.916666666666666,0.2771537196750045,0.14258509340574924,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_2/gpt5.2-cameron_123423_2_data.json,3,91.66666666666666,24,517,199,16.583333333333332,0.22564736533389784,0.1324623114411688,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_2/gpt5.2-cameron_123423_2_data.json,4,83.33333333333334,28,490,152,12.666666666666666,0.22000129500129503,0.10598842164184491,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_3/gpt5.2-cameron_123423_3_data.json,1,100.0,24,552,225,18.75,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_3/gpt5.2-cameron_123423_3_data.json,2,91.66666666666666,24,433,169,14.083333333333334,0.28419525628310455,0.14559150063877538,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_3/gpt5.2-cameron_123423_3_data.json,3,83.33333333333334,28,544,160,13.333333333333334,0.19614875864875866,0.1111685040670548,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_3/gpt5.2-cameron_123423_3_data.json,4,83.33333333333334,26,493,182,15.166666666666666,0.17171646436352317,0.09933666959553566,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_4/gpt5.2-cameron_123423_4_data.json,1,100.0,24,547,232,19.333333333333332,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_4/gpt5.2-cameron_123423_4_data.json,2,91.66666666666666,24,505,199,16.583333333333332,0.26625018428424,0.14120592855268813,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_4/gpt5.2-cameron_123423_4_data.json,3,83.33333333333334,26,512,188,15.666666666666666,0.23784482810218102,0.13082715352571353,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_4/gpt5.2-cameron_123423_4_data.json,4,91.66666666666666,24,395,136,11.333333333333334,0.25035728160728155,0.12990995848307893,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_5,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_5/gpt5.2-cameron_123423_5_data.json,1,100.0,26,604,229,19.083333333333332,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_5,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_5/gpt5.2-cameron_123423_5_data.json,2,100.0,24,488,195,16.25,0.24497092640474993,0.13059557484985065,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_5,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_5/gpt5.2-cameron_123423_5_data.json,3,83.33333333333334,26,525,195,16.25,0.2960215994001491,0.16993511569239414,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_5,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_5/gpt5.2-cameron_123423_5_data.json,4,66.66666666666666,24,464,166,13.833333333333334,0.24318604416643633,0.12183497319652926,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,test-refactor,data/experiments/Cameron-style/gpt5.5-cameron/6/test-refactor_data.json,1,91.66666666666666,24,260,72,6.0,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,test-refactor,data/experiments/Cameron-style/gpt5.5-cameron/6/test-refactor_data.json,2,100.0,26,215,54,4.5,0.26884920634920634,0.127744708994709,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,test-refactor,data/experiments/Cameron-style/gpt5.5-cameron/6/test-refactor_data.json,3,91.66666666666666,26,202,45,3.75,0.2236111111111111,0.12103174603174603,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,test-refactor,data/experiments/Cameron-style/gpt5.5-cameron/6/test-refactor_data.json,4,100.0,26,230,55,4.583333333333333,0.030555555555555558,0.017992424242424244,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_1,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_1/gpt5.5-cameron_132543_1_data.json,1,100.0,28,290,73,6.083333333333333,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_1,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_1/gpt5.5-cameron_132543_1_data.json,2,100.0,26,200,55,4.583333333333333,0.34107142857142864,0.16660954785954787,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_1,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_1/gpt5.5-cameron_132543_1_data.json,3,83.33333333333334,26,195,41,3.4166666666666665,0.20972222222222223,0.0946127946127946,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_1,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_1/gpt5.5-cameron_132543_1_data.json,4,91.66666666666666,26,259,58,4.833333333333333,0.08888888888888889,0.061574074074074066,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_2,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_2/gpt5.5-cameron_132543_2_data.json,1,100.0,26,210,51,4.25,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_2,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_2/gpt5.5-cameron_132543_2_data.json,2,100.0,26,183,50,4.166666666666667,0.2841269841269842,0.15843253968253967,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_2,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_2/gpt5.5-cameron_132543_2_data.json,3,91.66666666666666,26,196,41,3.4166666666666665,0.20833333333333334,0.11769179894179893,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_2,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_2/gpt5.5-cameron_132543_2_data.json,4,100.0,26,203,44,3.6666666666666665,0.07638888888888888,0.041666666666666664,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_3,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_3/gpt5.5-cameron_132543_3_data.json,1,100.0,26,294,80,6.666666666666667,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_3,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_3/gpt5.5-cameron_132543_3_data.json,2,100.0,26,219,56,4.666666666666667,0.2777777777777778,0.12549302549302552,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_3,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_3/gpt5.5-cameron_132543_3_data.json,3,100.0,26,217,52,4.333333333333333,0.19246031746031744,0.10413359788359788,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_3,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_3/gpt5.5-cameron_132543_3_data.json,4,83.33333333333334,26,251,58,4.833333333333333,0.027777777777777776,0.015151515151515152,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_4,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_4/gpt5.5-cameron_132543_4_data.json,1,100.0,28,295,69,5.75,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_4,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_4/gpt5.5-cameron_132543_4_data.json,2,100.0,26,203,41,3.4166666666666665,0.3541666666666667,0.15922619047619047,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_4,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_4/gpt5.5-cameron_132543_4_data.json,3,83.33333333333334,26,215,43,3.5833333333333335,0.06527777777777778,0.03819444444444444,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_4,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_4/gpt5.5-cameron_132543_4_data.json,4,91.66666666666666,24,157,43,3.5833333333333335,0.07222222222222223,0.03981481481481481,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_5,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_5/gpt5.5-cameron_132543_5_data.json,1,100.0,26,265,69,5.75,1.0,0.0,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_5,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_5/gpt5.5-cameron_132543_5_data.json,2,75.0,26,228,49,4.083333333333333,0.19722222222222222,0.08667929292929294,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_5,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_5/gpt5.5-cameron_132543_5_data.json,3,83.33333333333334,26,200,46,3.8333333333333335,0.23611111111111108,0.12496693121693121,12
deterministic,,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_5,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_5/gpt5.5-cameron_132543_5_data.json,4,91.66666666666666,26,212,51,4.25,0.09722222222222221,0.04805194805194805,12
