extractor,gpt_model,experiment,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,accuracy,turns,words,re_words,mean_re_length,relative_lexical_overlap,jaccard_lexical_overlap,extracted_objects
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,3,75.0,28,1085,486,40.5,0.3429581462128452,0.18736403608715435,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_123244_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_123244_3/gpt5.2-acl_123244_3_data.json,4,83.33333333333334,32,1257,557,46.416666666666664,0.26929058092124547,0.1610587135771286,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,1,100.0,26,1128,471,39.25,1.0,0.0,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,2,58.333333333333336,38,1544,598,49.833333333333336,0.26437640827225917,0.16505764122691505,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,3,100.0,36,1366,644,53.666666666666664,0.2994100275905724,0.179095498462899,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_1,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_1/gpt5.2-acl_132452_1_data.json,4,16.666666666666664,34,1632,555,46.25,0.28626935750026267,0.15127773033627298,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_2,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_2/gpt5.2-acl_132452_2_data.json,1,66.66666666666666,36,1596,659,54.916666666666664,1.0,0.0,11
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_2,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_2/gpt5.2-acl_132452_2_data.json,2,100.0,32,1380,656,54.666666666666664,0.2905403633426211,0.16119640609383248,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_2,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_2/gpt5.2-acl_132452_2_data.json,3,91.66666666666666,26,998,441,36.75,0.3645670418013334,0.17469068106799654,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_2,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_2/gpt5.2-acl_132452_2_data.json,4,83.33333333333334,32,1398,589,49.083333333333336,0.2673750145409625,0.17602765578053006,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_3/gpt5.2-acl_132452_3_data.json,1,100.0,44,1616,733,61.083333333333336,1.0,0.0,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_3/gpt5.2-acl_132452_3_data.json,2,100.0,38,1361,618,51.5,0.33684454803055136,0.18064024047630967,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_3/gpt5.2-acl_132452_3_data.json,3,91.66666666666666,38,1430,626,52.166666666666664,0.31126051650445136,0.17557416181934538,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl_132452_3,data/experiments/ACL/gpt5.2-acl/gpt5.2-acl_132452_3/gpt5.2-acl_132452_3_data.json,4,91.66666666666666,28,1304,567,47.25,0.27883757743161947,0.14946338882175553,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_1/gpt5.5-acl_142301_1_data.json,1,100.0,26,815,343,28.583333333333332,1.0,0.0,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_1/gpt5.5-acl_142301_1_data.json,2,100.0,26,857,357,29.75,0.3175201810388169,0.19940604578762475,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_1/gpt5.5-acl_142301_1_data.json,3,100.0,26,735,309,25.75,0.34445885616642985,0.19039580836466496,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_1,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_1/gpt5.5-acl_142301_1_data.json,4,100.0,26,829,319,26.583333333333332,0.2877863260159612,0.17158052899109907,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_2/gpt5.5-acl_142301_2_data.json,1,100.0,24,722,309,25.75,1.0,0.0,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_2/gpt5.5-acl_142301_2_data.json,2,100.0,26,884,372,31.0,0.3275305528946819,0.217710001778376,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_2/gpt5.5-acl_142301_2_data.json,3,100.0,26,799,333,27.75,0.3460150508282693,0.19811549078360335,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_2,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_2/gpt5.5-acl_142301_2_data.json,4,91.66666666666666,24,801,341,28.416666666666668,0.2983848036200892,0.17786457174611325,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_3,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_3/gpt5.5-acl_142301_3_data.json,1,100.0,28,778,330,27.5,1.0,0.0,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_3,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_3/gpt5.5-acl_142301_3_data.json,2,100.0,24,779,354,29.5,0.3288080825691515,0.20459327172589,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_3,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_3/gpt5.5-acl_142301_3_data.json,3,100.0,24,707,301,25.083333333333332,0.361310731029022,0.19795181787852525,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_3,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_3/gpt5.5-acl_142301_3_data.json,4,100.0,24,716,312,26.0,0.3145162483115381,0.18919624520966902,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_4,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_4/gpt5.5-acl_142301_4_data.json,1,100.0,24,742,309,25.75,1.0,0.0,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_4,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_4/gpt5.5-acl_142301_4_data.json,2,100.0,26,817,350,29.166666666666668,0.3140295880660992,0.19911085049469354,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_4,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_4/gpt5.5-acl_142301_4_data.json,3,100.0,24,749,318,26.5,0.38406912863012943,0.2264012325750131,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_4,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_4/gpt5.5-acl_142301_4_data.json,4,91.66666666666666,32,928,415,34.583333333333336,0.284667585022685,0.17897702316729938,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_5,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_5/gpt5.5-acl_142301_5_data.json,1,100.0,24,725,322,26.833333333333332,1.0,0.0,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_5,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_5/gpt5.5-acl_142301_5_data.json,2,100.0,26,829,332,27.666666666666668,0.348384025033595,0.2129025517845394,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_5,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_5/gpt5.5-acl_142301_5_data.json,3,100.0,24,746,343,28.583333333333332,0.34974726215694885,0.21232237019065406,12
gpt,gpt-5.5,ACL,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl_142301_5,data/experiments/ACL/gpt5.5-acl/gpt5.5-acl_142301_5/gpt5.5-acl_142301_5_data.json,4,91.66666666666666,26,839,376,31.333333333333332,0.2833776960061748,0.17509809730170423,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_1,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_1/gpt5.2-cameron_123423_1_data.json,1,100.0,24,504,211,17.583333333333332,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_1,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_1/gpt5.2-cameron_123423_1_data.json,2,83.33333333333334,24,465,163,13.583333333333334,0.25600325600325596,0.12720249771411693,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_1,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_1/gpt5.2-cameron_123423_1_data.json,3,83.33333333333334,26,488,178,14.833333333333334,0.2403152607196725,0.14644770538011417,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_1,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_1/gpt5.2-cameron_123423_1_data.json,4,100.0,24,444,157,13.083333333333334,0.17827880180821357,0.08831789017477422,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_2/gpt5.2-cameron_123423_2_data.json,1,100.0,24,542,232,19.333333333333332,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_2/gpt5.2-cameron_123423_2_data.json,2,100.0,24,513,191,15.916666666666666,0.2771537196750045,0.14258509340574924,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_2/gpt5.2-cameron_123423_2_data.json,3,91.66666666666666,24,517,199,16.583333333333332,0.22564736533389784,0.1324623114411688,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_2,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_2/gpt5.2-cameron_123423_2_data.json,4,83.33333333333334,28,490,150,12.5,0.22145057036361385,0.10656592221934548,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_3/gpt5.2-cameron_123423_3_data.json,1,100.0,24,552,225,18.75,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_3/gpt5.2-cameron_123423_3_data.json,2,91.66666666666666,24,433,169,14.083333333333334,0.28419525628310455,0.14559150063877538,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_3/gpt5.2-cameron_123423_3_data.json,3,83.33333333333334,28,544,190,15.833333333333334,0.2544751301330249,0.1597293105955493,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_3,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_3/gpt5.2-cameron_123423_3_data.json,4,83.33333333333334,26,493,182,15.166666666666666,0.21365546218487397,0.12380617410536275,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_4/gpt5.2-cameron_123423_4_data.json,1,100.0,24,547,232,19.333333333333332,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_4/gpt5.2-cameron_123423_4_data.json,2,91.66666666666666,24,505,199,16.583333333333332,0.26625018428424,0.14120592855268813,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_4/gpt5.2-cameron_123423_4_data.json,3,83.33333333333334,26,512,205,17.083333333333332,0.2827434820081879,0.1634737270475651,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_4,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_4/gpt5.2-cameron_123423_4_data.json,4,91.66666666666666,24,395,136,11.333333333333334,0.19625860250860253,0.08898600612717013,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_5,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_5/gpt5.2-cameron_123423_5_data.json,1,100.0,26,604,229,19.083333333333332,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_5,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_5/gpt5.2-cameron_123423_5_data.json,2,100.0,24,488,195,16.25,0.24497092640474993,0.13059557484985065,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_5,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_5/gpt5.2-cameron_123423_5_data.json,3,83.33333333333334,26,525,195,16.25,0.2882106795709737,0.16321182598664827,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.2,gpt-5.2,gpt5.2-cameron_123423_5,data/experiments/Cameron-style/gpt5.2-cameron/gpt5.2-cameron_123423_5/gpt5.2-cameron_123423_5_data.json,4,66.66666666666666,24,464,166,13.833333333333334,0.2352495362299284,0.11785750157497271,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,test-refactor,data/experiments/Cameron-style/gpt5.5-cameron/6/test-refactor_data.json,1,91.66666666666666,24,260,72,6.0,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,test-refactor,data/experiments/Cameron-style/gpt5.5-cameron/6/test-refactor_data.json,2,100.0,26,215,54,4.5,0.26884920634920634,0.127744708994709,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,test-refactor,data/experiments/Cameron-style/gpt5.5-cameron/6/test-refactor_data.json,3,91.66666666666666,26,202,45,3.75,0.2236111111111111,0.12103174603174603,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,test-refactor,data/experiments/Cameron-style/gpt5.5-cameron/6/test-refactor_data.json,4,100.0,26,230,55,4.583333333333333,0.030555555555555558,0.017992424242424244,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_1,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_1/gpt5.5-cameron_132543_1_data.json,1,100.0,28,290,83,6.916666666666667,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_1,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_1/gpt5.5-cameron_132543_1_data.json,2,100.0,26,200,60,5.0,0.3430555555555556,0.16281415343915345,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_1,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_1/gpt5.5-cameron_132543_1_data.json,3,83.33333333333334,26,195,41,3.4166666666666665,0.2263888888888889,0.09814814814814815,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_1,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_1/gpt5.5-cameron_132543_1_data.json,4,91.66666666666666,26,259,67,5.583333333333333,0.0761574074074074,0.05555555555555555,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_2,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_2/gpt5.5-cameron_132543_2_data.json,1,100.0,26,210,51,4.25,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_2,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_2/gpt5.5-cameron_132543_2_data.json,2,100.0,26,183,50,4.166666666666667,0.2841269841269842,0.15843253968253967,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_2,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_2/gpt5.5-cameron_132543_2_data.json,3,91.66666666666666,26,196,41,3.4166666666666665,0.20833333333333334,0.11769179894179893,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_2,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_2/gpt5.5-cameron_132543_2_data.json,4,100.0,26,203,44,3.6666666666666665,0.07638888888888888,0.041666666666666664,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_3,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_3/gpt5.5-cameron_132543_3_data.json,1,100.0,26,294,80,6.666666666666667,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_3,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_3/gpt5.5-cameron_132543_3_data.json,2,100.0,26,219,56,4.666666666666667,0.2509920634920635,0.10180525493025494,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_3,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_3/gpt5.5-cameron_132543_3_data.json,3,100.0,26,217,52,4.333333333333333,0.19246031746031744,0.10043290043290043,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_3,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_3/gpt5.5-cameron_132543_3_data.json,4,83.33333333333334,26,251,61,5.083333333333333,0.027777777777777776,0.015151515151515152,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_4,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_4/gpt5.5-cameron_132543_4_data.json,1,100.0,28,295,74,6.166666666666667,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_4,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_4/gpt5.5-cameron_132543_4_data.json,2,100.0,26,203,41,3.4166666666666665,0.3194444444444445,0.14206349206349206,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_4,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_4/gpt5.5-cameron_132543_4_data.json,3,83.33333333333334,26,215,43,3.5833333333333335,0.06527777777777778,0.03819444444444444,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_4,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_4/gpt5.5-cameron_132543_4_data.json,4,91.66666666666666,24,157,43,3.5833333333333335,0.07222222222222223,0.03981481481481481,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_5,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_5/gpt5.5-cameron_132543_5_data.json,1,100.0,26,265,72,6.0,1.0,0.0,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_5,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_5/gpt5.5-cameron_132543_5_data.json,2,75.0,26,228,58,4.833333333333333,0.1711309523809524,0.07804533429533429,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_5,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_5/gpt5.5-cameron_132543_5_data.json,3,83.33333333333334,26,200,46,3.8333333333333335,0.23611111111111108,0.11019420394420394,12
gpt,gpt-5.5,Cameron-style,cameron-prompt,gpt-5.5,gpt-5.5,gpt5.5-cameron_132543_5,data/experiments/Cameron-style/gpt5.5-cameron/gpt5.5-cameron_132543_5/gpt5.5-cameron_132543_5_data.json,4,91.66666666666666,26,212,51,4.25,0.09722222222222221,0.04805194805194805,12
