extractor,gpt_model,experiment,session_prefix,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,accuracy,turns,words,re_words,mean_re_length,relative_lexical_overlap,jaccard_lexical_overlap,extracted_objects
deterministic,,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,3,100.0,36,1545,734,61.166666666666664,0.6922376627643002,0.5270220528098601,12
deterministic,,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,100.0,30,1406,682,56.833333333333336,0.7054174383711707,0.4933209360704323,12
deterministic,,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,91.66666666666666,30,1344,671,55.916666666666664,0.7714431606073481,0.6132290291864685,12
deterministic,,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,100.0,44,1666,859,71.58333333333333,1.0,0.0,12
deterministic,,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,100.0,24,1125,583,48.583333333333336,0.8095861153350908,0.4911476426554158,12
deterministic,,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,3,100.0,28,1305,659,54.916666666666664,0.7206110549147137,0.5955096593409551,12
deterministic,,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,4,100.0,26,1253,651,54.25,0.744091225820353,0.5846642361913053,12
deterministic,,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,5,100.0,26,1162,602,50.166666666666664,0.8329754599961433,0.6665270696659548,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,1,100.0,30,1305,684,57.0,1.0,0.0,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,2,100.0,30,1175,582,48.5,0.7403721549971857,0.49918215723664033,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,3,91.66666666666666,24,1157,586,48.833333333333336,0.7572493250317293,0.6090594077341079,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,4,100.0,28,1266,664,55.333333333333336,0.7393141474318009,0.6205415070636272,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,5,91.66666666666666,30,1334,668,55.666666666666664,0.762361282465937,0.6093038303179956,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,1,100.0,30,1238,643,53.583333333333336,1.0,0.0,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,2,100.0,24,1113,578,48.166666666666664,0.7576846166511598,0.5648121706904001,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,3,100.0,28,1265,631,52.583333333333336,0.7707085265093845,0.6543542715187778,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,4,100.0,26,1215,622,51.833333333333336,0.8029831271284005,0.6573129855863566,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,5,100.0,28,1358,655,54.583333333333336,0.8003436693767657,0.663357520031539,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,1,100.0,30,1177,588,49.0,1.0,0.0,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,2,100.0,34,1285,654,54.5,0.6517810356500515,0.48999139667296965,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,3,100.0,32,1393,749,62.416666666666664,0.6897607871322194,0.5431785436445024,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,4,100.0,30,1228,676,56.333333333333336,0.7840471887257935,0.5922482088986893,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,5,100.0,26,1138,618,51.5,0.8066254136272252,0.6531978407419875,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,1,83.33333333333334,36,1263,626,52.166666666666664,1.0,0.0,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,2,83.33333333333334,30,1160,584,48.666666666666664,0.7058655295134145,0.5090426989837379,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,3,75.0,28,1119,556,46.333333333333336,0.7743394372748744,0.6066226906341315,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,4,83.33333333333334,28,1111,549,45.75,0.7999784610505999,0.6436942235214523,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,5,83.33333333333334,30,1192,603,50.25,0.7711284738214471,0.6553672577723052,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,1,83.33333333333334,46,1611,782,65.16666666666667,1.0,0.0,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,2,83.33333333333334,46,1671,787,65.58333333333333,0.7333926649692303,0.5797634722072894,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,3,91.66666666666666,36,1490,711,59.25,0.7953421904962199,0.569991132569525,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,4,91.66666666666666,28,1306,655,54.583333333333336,0.7660715770793862,0.5722950036539358,12
deterministic,,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,5,91.66666666666666,34,1491,696,58.0,0.7065133184503573,0.5687463795828479,12
deterministic,,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,1,100.0,26,620,268,22.333333333333332,1.0,0.0,12
deterministic,,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,2,100.0,26,595,260,21.666666666666668,0.9230017071664668,0.8387917134372134,12
deterministic,,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,3,100.0,26,604,257,21.416666666666668,0.9694235588972431,0.935395695009638,12
deterministic,,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,4,100.0,28,653,278,23.166666666666668,0.9271635115456626,0.90344751866491,12
deterministic,,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,5,100.0,26,603,255,21.25,0.9843856801093644,0.9185748792270533,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,1,100.0,26,793,362,30.166666666666668,1.0,0.0,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,2,100.0,26,757,339,28.25,0.9336218527481012,0.8297000599350218,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,3,100.0,26,772,337,28.083333333333332,0.9736646382691009,0.9449979105626926,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,4,100.0,26,770,335,27.916666666666668,0.9793292517847579,0.9572056596296492,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,5,100.0,26,769,333,27.75,0.9848290598290599,0.9673436877737953,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,1,100.0,24,753,333,27.75,1.0,0.0,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,2,100.0,24,721,310,25.833333333333332,0.8614942686138338,0.7155930452805452,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,3,100.0,24,745,304,25.333333333333332,0.9136185593620937,0.8411602069613003,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,4,100.0,24,738,302,25.166666666666668,0.9450794977968892,0.8982128528040606,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,5,100.0,24,729,293,24.416666666666668,0.9892191142191143,0.9537706332937751,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,1,100.0,26,749,324,27.0,1.0,0.0,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,2,100.0,26,717,299,24.916666666666668,0.9355258991290977,0.8223700373700374,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,3,100.0,26,705,291,24.25,0.9536602997110243,0.8909158370365268,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,4,100.0,26,718,292,24.333333333333332,0.9793320105820107,0.9635318050173122,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,5,100.0,26,716,290,24.166666666666668,0.9892191142191143,0.973147189632697,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,1,100.0,26,681,298,24.833333333333332,1.0,0.0,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,2,100.0,26,615,277,23.083333333333332,0.896409327387588,0.7707884565207518,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,3,100.0,26,616,274,22.833333333333332,0.9796522921522922,0.9492386659234485,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,4,100.0,26,622,272,22.666666666666668,0.9848817118553961,0.9642822455322455,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,5,100.0,26,623,270,22.5,0.9891304347826088,0.9724544778892604,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_5,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_5/gpt5.5-acl-emnlp_150519_5_data.json,1,100.0,26,787,386,32.166666666666664,1.0,0.0,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_5,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_5/gpt5.5-acl-emnlp_150519_5_data.json,2,100.0,26,750,349,29.083333333333332,0.9041726786153464,0.7641658639669039,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_5,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_5/gpt5.5-acl-emnlp_150519_5_data.json,3,100.0,26,748,347,28.916666666666668,0.9446080737960534,0.893393049899936,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_5,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_5/gpt5.5-acl-emnlp_150519_5_data.json,4,100.0,26,741,336,28.0,0.9890208271134995,0.9489187834585225,12
deterministic,,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_5,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_5/gpt5.5-acl-emnlp_150519_5_data.json,5,100.0,26,735,332,27.666666666666668,0.9767891351943078,0.9460476052915365,12
