extractor,gpt_model,experiment,session_prefix,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,object_num,basket_id,referring_expression,previous_referring_expression,re_words,relative_lexical_overlap,jaccard_lexical_overlap
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,1,11,images/065.png,the large deep round tub/bucket basket with **two small side handles** (like little ears) and an open top—no arched handle and no lid. The weave is brown with a diagonal/herringbone look and a slightly darker band near the bottom. Confirm when you’ve placed,,47,1.0,0.0
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,1,12,images/017.png,"an open, light honey-brown basket with one arched handle, shaped kind of like a rounded square. Key detail: the rim has a little pinched-in notch/spout at the front (like a small pour spout). No lid, and no strong two-tone bands.",,44,1.0,0.0
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,1,images/015.png,"the yellow-gold rectangular picnic basket with a tall central handle, and its hinged lid is flipped open—lid panel sticking up/leaning to the right. No animal face; it’s the open-lid picnic style. Confirm when placed. the open-lid picnic basket (lid flipped up to the right), not a closed case.","a rectangular picnic-style wicker basket with a hinged lid that’s open (the lid sticks up and leans to the right). It also has a tall central handle/strap rising from the middle. Open top visible because the lid is up. that yellow-gold rectangular picnic basket with the hinged lid flipped up and leaning to the right. Next,",54,0.7037037037037037,0.5
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,2,images/037.png,"the tall straight-sided *cylindrical* hamper basket, open top, with **two small loop handles** near the rim (no big arched handle). has two small loop handles opposite each other near the top rim.","a tall, straight-sided cylindrical wicker basket (like a small hamper) with TWO small loop handles near the top rim. It’s open at the top and has a more open, vertical slat/rectangular weave near the upper section—no big arched handle.",33,0.7878787878787878,0.52
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,3,images/001.png,"the deep round bucket-shaped basket with a single thick arched handle that’s very dark/near-black, plus a darker band around the top rim.","Yes—position 1 is the duck/bird in side profile with the head/beak sticking out to the right and a flat strap handle on top (not the round cat-face one). an open, deep round bucket-shaped wicker basket with a single thick arched handle that’s very dark (almost black). The body has a tight small weave and a darker band around the top rim. overall dark brown, with that very dark almost-black thick handle and a dark band right around the rim (darker than the honey/light ones). and not the warm honey-colored ones).",26,0.9230769230769231,0.2376237623762376
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,4,images/022.png,the small squat rectangular open basket with a *very thick twisted/rope-like* arched handle (chunky braid). Body is warm orange-brown with a blocky/checkered weave—no lid. Tell me when you’ve placed it.,"a small, squat rectangular open basket with a very thick twisted/rope-like arched handle. The weave looks blocky/checkered in warm orange-brown tones—no lid. the squat rectangular open basket with the *very thick twisted/rope-like* arched handle (round braided look) and a tight blocky/checker weave in warm orange-brown.",36,0.6944444444444444,0.38461538461538464
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,5,images/040.png,"the mostly dark gray/black oval basket with one arched handle, and a noticeable pale/whitish band around the very bottom/base. the dark gray/black handled oval basket, and the pale/whitish band clearly wraps around the entire bottom/base.","an open oval basket that’s mostly dark gray/blackish wicker with a single arched handle; it has a lighter whitish weave accent around the lower edge/base, making a pale band near the bottom. the mostly dark gray/black open basket with one handle and a clear pale/whitish band around the bottom edge (not the deep dark-brown bucket of",41,0.7560975609756098,0.4305555555555556
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,6,images/076.png,"the duck/bird-shaped wicker basket in side profile: rounded body with the head/beak sticking out to the right and a little dark eye, plus a flat strap-style handle on top (not a round lidded face). Confirm when placed. the duck profile with the strap handle.",the light tan wicker basket shaped like a duck/bird: rounded body with a head sticking out on the right and a little dark eye; it also has a flat oval handle/strap on top.,48,0.5416666666666666,0.45614035087719296
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,7,images/033.png,"the round light-tan **cat-face** lidded basket—has two little ears on top, a face (eyes/whiskers/nose) on the lid, sits on small feet, and **no** big handle.","the round, lidded light-tan basket that looks like a cat’s face: two little ears on top and a face drawn/stitched on (eyes, whiskers, small nose). No big handle—more like a round animal head on little feet. Confirm when you’ve placed it. the pale round cat-face on little feet (not the duck). Now",30,0.9,0.4426229508196721
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,8,images/019.png,"the very shallow, wide round tray-like basket with a single arched handle, and a really obvious spiral/coiled pattern on the base.","a very shallow, wide round basket—almost like a flat tray—with a single arched handle over it. The bottom has a really obvious spiral/coiled weave pattern. the flat, shallow round tray with one arch handle and a very clear spiral/coiled pattern on the base (much flatter than the deeper handled baskets).",23,1.0,0.42592592592592593
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,9,images/012.png,"the rectangular open basket with a brown/orange handle and frame, but the body has distinct green/teal *vertical striped* panels, and the top rim edge looks scalloped/zigzag. Let me know when you’ve placed that one.",a rectangular open basket with an arched handle and a distinctive two-tone look—orange-brown frame/handle but the body has greenish vertical slats/stripes. The top rim edge is scalloped/zigzag. Let me know when you’ve got the brown handle/frame with the green/teal vertically striped body.,38,0.8157894736842105,0.5344827586206896
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,10,images/065.png,"the large deep round tub/bucket basket with **two small side handles** (no arched handle), open top, brown diagonal/herringbone weave, and a slightly darker band near the bottom. Confirm when placed. has those little ear-like side handles and a slightly darker band near the bottom.",the large deep round tub/bucket basket with **two small side handles** (like little ears) and an open top—no arched handle and no lid. The weave is brown with a diagonal/herringbone look and a slightly darker band near the bottom. Confirm when you’ve placed,47,0.7872340425531915,0.6491228070175439
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,11,images/009.png,the shallow oval/boat-shaped light-tan basket with ONE arched handle; the handle has a pale/whitish wrap at the top and it connects via reddish-brown leather-like straps on both sides. Confirm when you’ve placed,"a small shallow oval/boat-shaped basket with one arched handle; the handle connects via reddish-brown leather-like straps on the sides, and the weave is light tan with a slightly darker band around the middle. Let me know when you’ve got placed. the shallow oval/boat-shaped one with the arched handle that has a lighter/whitish section at the top, and the handle is attached on both sides with reddish-brown strap pieces.",39,0.8974358974358975,0.43209876543209874
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,2,12,images/017.png,"(last) is the open light honey-brown basket with one arched handle, shaped like a rounded square; the key giveaway is a clear pinched-in V-notch/pour-spout on the front rim. No lid and no big color bands—please confirm when you spot that notch.","an open, light honey-brown basket with one arched handle, shaped kind of like a rounded square. Key detail: the rim has a little pinched-in notch/spout at the front (like a small pour spout). No lid, and no strong two-tone bands.",47,0.6382978723404256,0.4918032786885246
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,1,images/012.png,"(top-left): the rectangular open basket with a brown/orange arched handle and frame, but the body has distinct green/teal vertical striped panels; the top rim edge is scalloped/zigzag. Let me know when you’ve placed that one.","the rectangular open basket with a brown/orange handle and frame, but the body has distinct green/teal *vertical striped* panels, and the top rim edge looks scalloped/zigzag. Let me know when you’ve placed that one.",40,0.9,0.8571428571428571
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,2,images/009.png,the small shallow oval/boat-shaped light-tan basket with ONE arched handle. The handle has a pale/whitish wrap at the very top and it connects to the sides with reddish-brown leather-like strap pieces. Confirm when placed.,the shallow oval/boat-shaped light-tan basket with ONE arched handle; the handle has a pale/whitish wrap at the top and it connects via reddish-brown leather-like straps on both sides. Confirm when you’ve placed,40,0.825,0.717391304347826
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,3,images/033.png,"the round light-tan *cat-face* lidded basket: two little ears on top, a face (eyes/whiskers/nose) on the lid, and it sits on small feet—no arched handle. Confirm when you’ve got the cat one.","the round light-tan **cat-face** lidded basket—has two little ears on top, a face (eyes/whiskers/nose) on the lid, sits on small feet, and **no** big handle.",38,0.7368421052631579,0.7
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,4,images/076.png,"the duck/bird-shaped wicker basket in side profile: an elongated rounded body with the head/beak sticking out to the right and a little dark eye. It has a flat strap-style handle on top (not a tall arched handle). Confirm when placed. the solid duck-shaped lidded form, not an open basket.","the duck/bird-shaped wicker basket in side profile: rounded body with the head/beak sticking out to the right and a little dark eye, plus a flat strap-style handle on top (not a round lidded face). Confirm when placed. the duck profile with the strap handle.",54,0.7592592592592593,0.6721311475409836
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,5,images/017.png,"the light honey-brown open basket with one tall arched handle, shaped like a rounded square/soft rectangle, and it has a noticeable little pinched-in notch/dip on the front rim (spout-like). Confirm when you place it. has a clear little V-shaped pinch/notch on the *front* rim. Now","(last) is the open light honey-brown basket with one arched handle, shaped like a rounded square; the key giveaway is a clear pinched-in V-notch/pour-spout on the front rim. No lid and no big color bands—please confirm when you spot that notch.",52,0.6153846153846154,0.47761194029850745
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,6,images/037.png,"the tall straight-sided **cylindrical hamper** basket, open top, with **two small loop handles** near the rim (no big arched handle). Confirm when you’ve placed","the tall straight-sided *cylindrical* hamper basket, open top, with **two small loop handles** near the rim (no big arched handle). has two small loop handles opposite each other near the top rim.",26,0.8076923076923077,0.5526315789473685
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,7,images/001.png,"a deep round bucket-shaped basket (open top) with a single very thick arched handle that’s extremely dark/near-black, plus a darker band wrapping around the top rim. Let me know when you’ve placed this dark-handled bucket. ’s handle is noticeably darker (almost black) than the brown body, and there’s a clear dark band right around the top rim. and not the orange rope-handle one.) Confirm when placed.","the deep round bucket-shaped basket with a single thick arched handle that’s very dark/near-black, plus a darker band around the top rim.",74,0.35135135135135137,0.35135135135135137
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,8,images/040.png,"the mostly dark gray/black open oval basket with ONE arched handle, and a very noticeable pale/whitish band wrapping around the bottom/base. (Not the dark-rim bucket from","the mostly dark gray/black oval basket with one arched handle, and a noticeable pale/whitish band around the very bottom/base. the dark gray/black handled oval basket, and the pale/whitish band clearly wraps around the entire bottom/base.",30,0.8,0.5106382978723404
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,9,images/022.png,the small squat *rectangular* open basket with a very thick twisted/rope-like arched handle (chunky braid). The body is warm orange-brown with a blocky/checkered weave—no lid. Confirm when you’ve placed this rope-handle checker one. the chunky braided rope-handle rectangle with a checkered weave.,the small squat rectangular open basket with a *very thick twisted/rope-like* arched handle (chunky braid). Body is warm orange-brown with a blocky/checkered weave—no lid. Tell me when you’ve placed it.,50,0.66,0.6226415094339622
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,10,images/065.png,"the large deep round tub/bucket basket with **two small side loop handles** (like little ears), open top, **no arched handle**. The weave looks diagonal/herringbone and there’s a slightly darker band near the bottom. Tell me when you’ve placed","the large deep round tub/bucket basket with **two small side handles** (no arched handle), open top, brown diagonal/herringbone weave, and a slightly darker band near the bottom. Confirm when placed. has those little ear-like side handles and a slightly darker band near the bottom.",42,0.7857142857142857,0.5892857142857143
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,11,images/019.png,"the very shallow, wide *round tray* basket with a single arched handle over it. The base has a super obvious spiral/coiled weave pattern—much flatter than the other round handled baskets. Confirm when you’ve placed this spiral tray. the flat spiral tray.","the very shallow, wide round tray-like basket with a single arched handle, and a really obvious spiral/coiled pattern on the base.",44,0.4318181818181818,0.3958333333333333
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,3,12,images/015.png,"(last) is the rectangular picnic-style basket with a tall central handle, and its hinged lid is flipped open—lid panel sticking up/leaning to the right so you can see the open top. Let me know when you’ve placed this open-lid picnic basket.","the yellow-gold rectangular picnic basket with a tall central handle, and its hinged lid is flipped open—lid panel sticking up/leaning to the right. No animal face; it’s the open-lid picnic style. Confirm when placed. the open-lid picnic basket (lid flipped up to the right), not a closed case.",46,0.717391304347826,0.4925373134328358
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,1,images/019.png,"(top-left) is the very shallow, wide round *tray* basket with one arched handle and a really obvious spiral/coiled pattern on the base (it’s much flatter than the other handled baskets). Let me know when you’ve placed it. the flat spiral tray.","the very shallow, wide *round tray* basket with a single arched handle over it. The base has a super obvious spiral/coiled weave pattern—much flatter than the other round handled baskets. Confirm when you’ve placed this spiral tray. the flat spiral tray.",45,0.7333333333333333,0.5892857142857143
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,2,images/022.png,the small squat *rectangular* open basket with a very thick twisted/rope-like arched handle (chunky braid). The body is warm orange-brown with a blocky/checkered weave—no lid. Tell me when you’ve got that one.,the small squat *rectangular* open basket with a very thick twisted/rope-like arched handle (chunky braid). The body is warm orange-brown with a blocky/checkered weave—no lid. Confirm when you’ve placed this rope-handle checker one. the chunky braided rope-handle rectangle with a checkered weave.,38,0.8947368421052632,0.6296296296296297
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,3,images/076.png,"the duck/bird-shaped wicker basket in side profile: rounded body with the head/beak sticking out to the right and a little dark eye, plus a flat strap-style handle on top. Let me know when you’ve placed the duck one (not the round cat-face). the duck (side profile with beak), not the cat.","the duck/bird-shaped wicker basket in side profile: an elongated rounded body with the head/beak sticking out to the right and a little dark eye. It has a flat strap-style handle on top (not a tall arched handle). Confirm when placed. the solid duck-shaped lidded form, not an open basket.",57,0.6666666666666666,0.5205479452054794
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,4,images/012.png,the rectangular open basket with an orange-brown arched handle/frame but **green/teal vertical striped** body panels and a **scalloped/zigzag** top rim. Let me know when you’ve placed that striped rectangular one.,"(top-left): the rectangular open basket with a brown/orange arched handle and frame, but the body has distinct green/teal vertical striped panels; the top rim edge is scalloped/zigzag. Let me know when you’ve placed that one.",35,0.9142857142857143,0.7441860465116279
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,5,images/065.png,"the large deep round tub/bucket basket with **two small side loop handles** (ear-like), **open top**, and **no arched handle**. The weave looks diagonal/herringbone with a slightly darker band near the bottom. Tell me when it’s placed. has that diagonal/herringbone weave and a slightly darker band near the bottom.","the large deep round tub/bucket basket with **two small side loop handles** (like little ears), open top, **no arched handle**. The weave looks diagonal/herringbone and there’s a slightly darker band near the bottom. Tell me when you’ve placed",53,0.6981132075471698,0.6379310344827587
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,6,images/001.png,"the deep round bucket-shaped basket with an open top and a single *very thick* arched handle that’s extremely dark/near-black, plus a darker band wrapping around the top rim. Let me know when you’ve placed the deep round bucket with the *almost black*, very thick arched handle and a clearly darker band around the top rim (definitely not the lighter honey-brown handled baskets).","a deep round bucket-shaped basket (open top) with a single very thick arched handle that’s extremely dark/near-black, plus a darker band wrapping around the top rim. Let me know when you’ve placed this dark-handled bucket. ’s handle is noticeably darker (almost black) than the brown body, and there’s a clear dark band right around the top rim. and not the orange rope-handle one.) Confirm when placed.",68,0.7941176470588235,0.6136363636363636
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,7,images/037.png,"the tall straight-sided *cylindrical hamper* basket, open at the top, with **two small loop handles** near the rim (one on each side). No big arched handle. Confirm when you’ve placed that cylinder.","the tall straight-sided **cylindrical hamper** basket, open top, with **two small loop handles** near the rim (no big arched handle). Confirm when you’ve placed",34,0.7647058823529411,0.7647058823529411
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,8,images/015.png,"the rectangular picnic-style basket with a tall central handle, and its hinged lid is flipped open—lid panel sticking up/leaning to the right so you can see the open top. More yellow-gold than the others. Let me know when you’ve placed it. the *open-lid* rectangular picnic basket: tall central handle and the hinged lid panel is clearly flipped up/leaning to the right (not a closed box or an open-top rectangle).","(last) is the rectangular picnic-style basket with a tall central handle, and its hinged lid is flipped open—lid panel sticking up/leaning to the right so you can see the open top. Let me know when you’ve placed this open-lid picnic basket.",77,0.5714285714285714,0.5569620253164557
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,9,images/033.png,"the round light-tan *cat-face* lidded basket: you can see the drawn/stitched face (eyes/whiskers/nose) and two little ears on top, sitting on small feet—no arched handle. Confirm when you place the cat one. the round cat-face with ears/feet.","the round light-tan *cat-face* lidded basket: two little ears on top, a face (eyes/whiskers/nose) on the lid, and it sits on small feet—no arched handle. Confirm when you’ve got the cat one.",45,0.6888888888888889,0.5961538461538461
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,10,images/009.png,the small shallow oval/boat-shaped light-tan basket with ONE arched handle—handle has a pale/whitish wrap at the very top and it’s attached on both sides with reddish-brown leather-like straps. Let me know when you’ve placed it.,the small shallow oval/boat-shaped light-tan basket with ONE arched handle. The handle has a pale/whitish wrap at the very top and it connects to the sides with reddish-brown leather-like strap pieces. Confirm when placed.,44,0.75,0.6470588235294118
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,11,images/017.png,"the open light honey-brown basket with one arched handle, shaped like a rounded square, and it has a clear pinched-in V-notch/pour-spout on the front rim. Please confirm you can see that front notch when you place it. should have a clear little V-shaped pinch/notch on the *front* rim.","the light honey-brown open basket with one tall arched handle, shaped like a rounded square/soft rectangle, and it has a noticeable little pinched-in notch/dip on the front rim (spout-like). Confirm when you place it. has a clear little V-shaped pinch/notch on the *front* rim. Now",55,0.7818181818181819,0.671875
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,4,12,images/040.png,"(last) is the mostly dark gray/black oval open basket with ONE arched handle, and a very noticeable pale/whitish band wrapping around the entire bottom/base.","the mostly dark gray/black open oval basket with ONE arched handle, and a very noticeable pale/whitish band wrapping around the bottom/base. (Not the dark-rim bucket from",27,0.8888888888888888,0.7272727272727273
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,5,1,images/040.png,"the mostly dark gray/black open basket with one arched handle, and a very noticeable pale/whitish band wrapping around the entire bottom/base (the dark basket with the light base band). Let me know when you’ve placed it. the pale/whitish part is mainly that band around the base.","(last) is the mostly dark gray/black oval open basket with ONE arched handle, and a very noticeable pale/whitish band wrapping around the entire bottom/base.",51,0.49019607843137253,0.4716981132075472
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,5,2,images/009.png,the small shallow oval/boat-shaped light-tan basket with ONE arched handle; the handle has a pale/whitish wrap at the very top and it attaches on both sides with reddish-brown leather-like straps. Confirm when you’ve placed the shallow boat-shaped one with the reddish side straps and the pale wrap on top of the handle.,the small shallow oval/boat-shaped light-tan basket with ONE arched handle—handle has a pale/whitish wrap at the very top and it’s attached on both sides with reddish-brown leather-like straps. Let me know when you’ve placed it.,60,0.6333333333333333,0.5757575757575758
deterministic,,ACL,debug,ACL_prompt,gpt-5.2,gpt-5.2,debug,data/experiments/ACL/2026-05-15/gpt5.2-acl/acl-debug-5.2/debug_data.json,5,3,images/065.png,"a large deep round tub/bucket basket with an open top and **two small side loop handles** (ear-like). **No big arched handle** over the top; weave looks diagonal/herringbone. the ear-handle tub, not the tall cylinder.","the large deep round tub/bucket basket with **two small side loop handles** (ear-like), **open top**, and **no arched handle**. The weave looks diagonal/herringbone with a slightly darker band near the bottom. Tell me when it’s placed. has that diagonal/herringbone weave and a slightly darker band near the bottom.",38,0.7368421052631579,0.4444444444444444
