extractor,gpt_model,experiment,session_prefix,prompt_strategy,director_model,matcher_model,session_id,trace_file,round,accuracy,turns,words,re_words,mean_re_length,relative_lexical_overlap,jaccard_lexical_overlap,extracted_objects
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_2/gpt5.2-acl-cross-round_143142_2_data.json,1,100.0,24,936,423,35.25,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_2/gpt5.2-acl-cross-round_143142_2_data.json,2,100.0,30,1062,468,39.0,0.7315360767045034,0.6059409458111118,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_2/gpt5.2-acl-cross-round_143142_2_data.json,3,100.0,28,1130,489,40.75,0.7741700546433231,0.6231551544416972,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_2/gpt5.2-acl-cross-round_143142_2_data.json,4,100.0,26,1073,477,39.75,0.7389175380934199,0.5750167348493381,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_2/gpt5.2-acl-cross-round_143142_2_data.json,5,100.0,30,1184,513,42.75,0.8019701261556227,0.6747704042658936,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,1,41.66666666666667,44,1842,659,54.916666666666664,1.0,0.0,10
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,2,83.33333333333334,34,1464,660,55.0,0.6402081039923819,0.4483681812306879,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,3,100.0,36,1545,581,48.416666666666664,0.7818055239712979,0.5623441245779722,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,4,100.0,30,1406,584,48.666666666666664,0.7197069991426422,0.535497142476493,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_3/gpt5.2-acl-cross-round_143142_3_data.json,5,91.66666666666666,30,1344,542,45.166666666666664,0.8032680038606226,0.6306101181101672,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,1,100.0,44,1666,698,58.166666666666664,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,2,100.0,24,1125,491,40.916666666666664,0.8254841498391978,0.522896709717743,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,3,100.0,28,1305,541,45.083333333333336,0.7460423468623087,0.6133214109873234,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,4,100.0,26,1253,527,43.916666666666664,0.7729340316882466,0.6213557943852673,12
gpt,gpt-5.5,ACL,gpt5.2-acl-cross-round,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-cross-round_143142_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-cross-round_143142_4/gpt5.2-acl-cross-round_143142_4_data.json,5,100.0,26,1162,520,43.333333333333336,0.8498114423274954,0.7194386523791029,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,1,100.0,30,1305,584,48.666666666666664,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,2,100.0,30,1175,498,41.5,0.7740973004290196,0.5314300420958585,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,3,91.66666666666666,24,1157,513,42.75,0.7607853021363585,0.6250066493763452,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,4,100.0,28,1266,519,43.25,0.7938081422311298,0.636982700071619,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_1,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_1/gpt5.2-acl-emnlp_160133_1_data.json,5,91.66666666666666,30,1334,534,44.5,0.7755324437199369,0.6423899695220853,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,1,100.0,30,1238,514,42.833333333333336,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,2,100.0,24,1113,497,41.416666666666664,0.7668537640014262,0.6158538737952431,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,3,100.0,28,1265,541,45.083333333333336,0.7885438707396767,0.681297893741467,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,4,100.0,26,1215,549,45.75,0.8045476238175104,0.6714580962499705,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_2,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_2/gpt5.2-acl-emnlp_160133_2_data.json,5,100.0,28,1358,569,47.416666666666664,0.811650373645484,0.6760054160058037,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,1,100.0,30,1177,550,45.833333333333336,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,2,100.0,34,1285,561,46.75,0.6870113436654628,0.5084463849862565,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,3,100.0,32,1393,585,48.75,0.7287698415050818,0.5571459056458036,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,4,100.0,30,1228,502,41.833333333333336,0.827924137712787,0.610651214013818,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_3,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_3/gpt5.2-acl-emnlp_160133_3_data.json,5,100.0,26,1138,520,43.333333333333336,0.7726414071634661,0.6575667942189748,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,1,83.33333333333334,36,1263,552,46.0,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,2,83.33333333333334,30,1160,495,41.25,0.7692827764713227,0.5719502455551916,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,3,75.0,28,1119,500,41.666666666666664,0.7729830909831135,0.6333217872687141,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,4,83.33333333333334,28,1111,486,40.5,0.8265772445757338,0.6700591497828308,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_4,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_4/gpt5.2-acl-emnlp_160133_4_data.json,5,83.33333333333334,30,1192,516,43.0,0.7956070278689582,0.6766116126312033,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,1,83.33333333333334,46,1611,657,54.75,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,2,83.33333333333334,46,1671,722,60.166666666666664,0.7003726953060875,0.5802428713102353,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,3,91.66666666666666,36,1490,594,49.5,0.8421813735768354,0.5739737796453602,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,4,91.66666666666666,28,1306,546,45.5,0.778909473559361,0.5893231604297279,12
gpt,gpt-5.5,ACL,gpt5.2-acl-emnlp,ACL_prompt,gpt-5.2,gpt-5.2,gpt5.2-acl-emnlp_160133_5,data/experiments/ACL/2026-05-15/gpt5.2-acl/gpt5.2-acl-emnlp_160133_5/gpt5.2-acl-emnlp_160133_5_data.json,5,91.66666666666666,34,1491,610,50.833333333333336,0.7200306229032111,0.610337953379873,12
gpt,gpt-5.5,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,1,100.0,26,620,268,22.333333333333332,1.0,0.0,12
gpt,gpt-5.5,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,2,100.0,26,595,248,20.666666666666668,0.9364740078126806,0.8245252837145877,12
gpt,gpt-5.5,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,3,100.0,26,604,257,21.416666666666668,0.9302930209251721,0.9031285187606698,12
gpt,gpt-5.5,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,4,100.0,28,653,246,20.5,0.9719215969215971,0.9076492697488122,12
gpt,gpt-5.5,ACL,acl-debug-5.5,ACL_prompt,gpt-5.5,gpt-5.5,acl-debug-5.5,data/experiments/ACL/2026-05-15/gpt5.5-acl/acl-debug-5.5/acl-debug-5.5_data.json,5,100.0,26,603,255,21.25,0.9413989312873752,0.9221664668918675,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,1,100.0,26,793,313,26.083333333333332,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,2,100.0,26,757,279,23.25,0.9449954064990297,0.8109574944805126,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,3,100.0,26,772,289,24.083333333333332,0.931203711112178,0.9018802472197486,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,4,100.0,26,770,287,23.916666666666668,0.9759051261406334,0.9508454955386932,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_1,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_1/gpt5.5-acl-emnlp_150519_1_data.json,5,100.0,26,769,273,22.75,0.9814285714285714,0.9209669604768765,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,1,100.0,24,753,325,27.083333333333332,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,2,100.0,24,721,300,25.0,0.8863904835100488,0.7412553688595355,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,3,100.0,24,745,287,23.916666666666668,0.9175808952922412,0.8303056069664726,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,4,100.0,24,738,297,24.75,0.9197409353931093,0.8802667396009788,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_2,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_2/gpt5.5-acl-emnlp_150519_2_data.json,5,100.0,24,729,293,24.416666666666668,0.9892191142191143,0.9697962743194161,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,1,100.0,26,749,324,27.0,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,2,100.0,26,717,299,24.916666666666668,0.9355258991290977,0.8223700373700374,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,3,100.0,26,705,291,24.25,0.9536602997110243,0.8909158370365268,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,4,100.0,26,718,292,24.333333333333332,0.9793320105820107,0.9635318050173122,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_3,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_3/gpt5.5-acl-emnlp_150519_3_data.json,5,100.0,26,716,290,24.166666666666668,0.9892191142191143,0.973147189632697,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,1,100.0,26,681,298,24.833333333333332,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,2,100.0,26,615,277,23.083333333333332,0.896409327387588,0.7707884565207518,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,3,100.0,26,616,274,22.833333333333332,0.9796522921522922,0.9492386659234485,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,4,100.0,26,622,272,22.666666666666668,0.9848817118553961,0.9642822455322455,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_4,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_4/gpt5.5-acl-emnlp_150519_4_data.json,5,100.0,26,623,258,21.5,0.9924242424242425,0.9352059407665817,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_5,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_5/gpt5.5-acl-emnlp_150519_5_data.json,1,100.0,26,787,338,28.166666666666668,1.0,0.0,12
gpt,gpt-5.5,ACL,gpt5.5-acl-emnlp,ACL_prompt,gpt-5.5,gpt-5.5,gpt5.5-acl-emnlp_150519_5,data/experiments/ACL/2026-05-15/gpt5.5-acl/gpt5.5-acl-emnlp_150519_5/gpt5.5-acl-emnlp_150519_5_data.json,2,100.0,26,750,307,25.583333333333332,0.8922058310995093,0.751187417652301,12
